feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,target
43.162163,3.783784,169715.58,10.027027,11.621622,1.945946,5.918919,1.1351352,3.6756759,0.6486487,0.0,102.40541,43.18919,37.48649,0
45.741936,4.419355,138577.55,11.32258,11.225806,1.8709676,7.129032,1.032258,3.8387096,0.7419355,241.58064,207.67741,46.0,37.45161,0
47.666668,4.416667,201487.1,10.75,12.416667,2.0,6.25,0.0,3.8333335,1.0,13106.584,0.0,51.0,39.0,0
41.8125,3.8125,418041.22,12.0,11.5625,2.4375,6.84375,0.78125,3.5625,0.75,2641.4375,123.5625,45.34375,37.71875,0
44.96721,3.7377048,126031.8,11.229507,11.540983,2.0327868,6.9672127,0.49180326,3.8852458,0.9016393,0.0,228.32785,46.54098,37.852455,0
46.43182,3.7045455,150201.55,11.681819,11.954546,2.1363637,6.068182,0.3181818,3.9545455,0.90909094,106.52273,303.68182,44.136364,36.0,0
45.168674,4.072289,80252.5,11.012048,11.060241,2.1566265,7.7951803,0.7108433,3.506024,0.86746985,318.38553,92.20482,46.626503,34.85542,0
46.81356,4.1525426,65772.2,10.322034,11.322034,2.0338984,6.983051,0.4915254,3.661017,0.88135594,1828.1017,64.22034,44.372883,37.881355,0
46.4375,4.0,142706.97,10.96875,11.6875,1.9375,8.15625,0.625,3.875,0.84375,193.9375,345.59375,47.4375,39.0,0
50.2,4.2000003,140939.9,9.3,10.900001,2.0,5.8,0.3,3.8,1.0,9826.4,0.0,43.3,39.0,0
44.69697,4.030303,249373.86,11.212122,11.272728,2.030303,7.909091,0.75757575,3.878788,0.90909094,1106.3939,215.9394,44.606064,37.303032,0
43.08889,3.3777778,109780.07,10.822223,11.533334,1.9555556,7.377778,0.62222224,3.9333334,0.8666667,894.6889,300.53336,44.755558,36.622223,0
45.960526,4.2894735,103856.88,10.776316,11.776316,2.118421,7.381579,0.7368421,3.8552632,0.81578946,149.78947,233.67105,43.894737,36.144737,0
42.928574,3.9285717,320048.6,11.321429,11.928572,2.0714288,7.8571434,1.3214287,3.607143,0.75000006,1883.1072,226.28572,44.57143,33.964287,0
44.9,3.95,192484.7,11.35,11.45,1.9,8.1,1.0,3.9,0.75,11816.9,0.0,45.25,35.55,0
46.927273,4.072727,260755.47,11.072727,11.018182,2.1272726,6.3090906,0.5090909,3.9636362,0.8727273,479.6909,34.581818,45.090908,36.163635,0
49.27778,4.388889,120165.11,10.611112,12.388889,2.0,6.2222223,1.3333334,3.7222223,0.7777778,16871.111,0.0,46.166668,35.11111,0
43.095238,4.1904764,185179.58,10.952381,11.809524,1.8095238,7.6190476,1.1904762,3.904762,0.8095238,7453.2383,0.0,44.04762,39.0,0
43.857143,4.4285717,133576.44,11.000001,11.714286,2.0,7.714286,0.71428573,4.0,0.8571429,0.0,1992.143,41.285717,39.0,0
42.128204,4.2820516,234930.9,10.820513,11.692307,2.0,7.230769,0.6923077,3.6410258,0.8717949,0.0,149.76923,45.564102,37.205128,0
46.818184,3.7272727,78789.45,11.636364,13.727273,2.5454545,7.0,0.45454547,3.7272727,1.0,16711.637,0.0,46.363636,38.272728,0
46.422222,3.9555557,228065.83,11.111112,12.0222225,1.8000001,8.155556,0.5777778,3.5333333,0.8888889,1052.0444,129.8,43.733334,35.155556,0
47.636364,4.136364,106568.14,11.454546,13.0,2.5909092,8.045455,1.0909091,3.909091,0.72727275,13879.592,0.0,47.227276,36.772728,0
45.391304,4.0,172129.17,10.782609,11.347826,2.0,7.2173915,0.39130434,3.652174,0.95652175,0.0,0.0,43.652176,35.695652,0
43.568184,4.477273,184394.23,10.227273,11.954546,1.9545455,6.6818185,0.8636364,3.9318182,0.79545456,0.0,310.20456,48.18182,34.59091,0
44.000004,3.7142859,773585.3,11.714286,11.857143,2.0,8.285715,0.71428573,3.4285717,0.8571429,2589.5715,269.57144,47.428574,39.0,0
45.000004,2.857143,263571.72,11.000001,13.714287,2.2857144,6.8571434,1.5714287,4.0,0.5714286,16853.145,0.0,46.285717,33.714287,0
46.35294,3.9411764,240535.36,10.6470585,10.6470585,2.0,7.1764708,0.5294118,3.4117646,0.88235295,10101.471,0.0,45.882355,39.0,0
42.448277,3.9655173,329565.03,11.344828,11.793103,2.0344827,7.586207,1.0,3.7586207,0.9310345,277.13794,361.51724,47.310345,34.068966,0
40.153847,4.461539,186015.08,10.769231,10.384616,2.3076923,7.923077,0.61538464,3.692308,0.6923077,4109.7695,0.0,43.384617,37.69231,1
35.89706,4.022059,346606.75,10.25,9.764706,2.625,6.0882354,1.6617647,3.6764705,0.5882353,140.52206,54.514706,38.794117,36.985294,1
37.07353,3.5882354,187395.88,10.382353,9.808824,2.6029413,6.7058825,1.5441177,3.75,0.60294116,16.92647,30.161764,40.14706,37.132355,1
36.55844,3.9675324,111990.39,10.350649,9.974026,2.5,6.4935064,1.6428572,3.6558442,0.66233766,83.93507,10.253246,38.57143,37.62987,1
41.82857,3.857143,172788.69,10.685715,8.971429,2.1714287,7.3714285,1.7428571,3.6285715,0.6,33.514286,49.74286,37.17143,38.857143,1
40.981483,4.259259,155233.58,9.481482,9.759259,2.3333333,5.9814816,1.7592592,3.6111112,0.5555556,0.0,0.0,38.77778,38.203705,1
45.22222,4.0,134055.11,10.888889,11.0,1.5555556,5.6666665,0.6666667,3.2222223,0.44444445,3825.3333,0.0,47.88889,37.333332,1
41.57143,4.4285717,169256.16,9.571429,10.0,2.2857144,5.571429,0.5714286,4.0,0.8571429,0.0,1841.2858,45.14286,38.14286,1
34.02041,3.6530612,294003.88,10.204082,8.989796,2.9387755,6.0408163,1.5816326,3.5816326,0.59183675,371.0,56.683674,38.357143,36.816326,1
37.754715,3.9496853,104022.336,10.232704,9.761006,2.716981,6.5094337,1.5283018,3.7421381,0.654088,289.74213,49.99371,39.43396,37.46541,1
38.5,3.5416667,171283.88,8.375,9.541667,2.75,7.416667,2.4583335,3.625,0.45833334,0.0,69.5,37.125,35.25,1
35.9375,3.9875,190133.19,10.45,10.125,2.775,6.8,1.725,3.75,0.52500004,27.175001,69.475,42.2125,38.275,1
32.01852,3.8148148,534780.0,9.333333,8.925926,3.0370371,7.1851854,1.7222222,3.3888888,0.7407408,75.94444,0.0,39.203705,34.444447,1
41.68182,3.8863637,75432.25,9.954546,10.181818,2.0,6.477273,1.5909091,3.4545455,0.6363636,0.0,0.0,39.363636,37.18182,1
38.289474,4.0263157,153946.66,10.789474,9.5,2.7894738,6.763158,1.5,3.368421,0.6315789,891.1579,68.5,38.342106,36.07895,1
39.9375,3.890625,145945.48,10.296875,9.328125,2.6875,6.84375,1.984375,3.609375,0.53125,67.859375,152.10938,37.265625,37.578125,1
40.661972,4.1830983,142270.36,9.492957,9.732394,2.7887323,6.1830983,2.0422535,3.7746477,0.6056338,95.64789,50.507042,39.15493,38.366196,1
34.9,3.90625,118941.23,9.88125,9.78125,2.8375,6.7312503,1.99375,3.78125,0.5625,75.75,71.325005,38.375,36.74375,1
37.399998,3.7090907,149479.78,11.472727,9.963636,2.4363635,5.345454,1.5636363,3.7090907,0.59999996,139.38182,36.0,39.01818,36.072727,1
35.519085,3.687023,362040.94,10.19084,9.717557,2.8778627,6.2519083,1.6870229,3.5877862,0.6259542,49.396946,50.923664,40.35878,36.50382,1
40.95161,3.9354837,159198.27,9.33871,9.145161,2.8548386,6.9516125,1.3387096,3.9032257,0.6612903,14.741935,0.0,39.112904,37.741936,1
35.474747,3.7474747,266505.34,9.535354,9.333333,2.7777777,6.1313133,2.0,3.5454545,0.5151515,16.656565,83.676765,39.020203,37.020203,1
36.57143,4.571429,34144.0,12.428572,11.428572,2.2857144,8.571429,1.1428572,4.0,0.42857146,0.0,1956.2858,46.57143,39.0,1
35.31579,3.9473684,165301.17,11.385965,9.982456,2.7719297,5.929825,1.7368422,3.7719297,0.61403507,201.3158,0.0,37.4386,36.36842,1
36.34,3.84,167843.45,9.22,9.66,2.44,6.92,1.68,3.9399998,0.62,0.0,0.0,37.879997,37.579998,1
36.159092,3.7272727,132721.03,9.727273,9.534091,2.7954547,6.227273,1.625,3.7613637,0.5681818,0.0,151.27274,36.863636,38.147728,1
39.545456,3.4545455,193140.64,10.181818,10.0,2.0,6.2727275,1.1818182,3.6363637,0.72727275,4942.6367,0.0,42.818184,36.272728,1
35.105263,3.9578948,307710.06,10.842106,9.642106,2.6736844,6.2842107,1.5894737,3.557895,0.66315794,35.0,20.842106,39.357895,36.273685,1
37.058823,3.764706,57907.03,10.970589,10.1470585,2.5294118,7.2058825,1.6470588,3.9411764,0.7058824,44.294117,143.73529,38.382355,37.85294,1
36.49315,3.8356164,274378.9,10.260274,9.465754,2.8219178,6.8356166,1.630137,3.6438355,0.7671233,25.082191,70.863014,38.57534,36.69863,1
38.246376,3.8333335,115539.06,10.956522,9.971015,2.5289855,6.405797,1.6811595,3.768116,0.6304348,278.02176,61.731884,39.246376,37.608696,1
39.431034,3.6206896,144067.34,10.810345,9.5,3.0517242,6.3448277,1.4827586,3.5172415,0.7586207,75.62069,28.758621,36.12069,36.37931,1
39.51899,3.7974684,79201.43,9.721519,9.544304,2.7974684,6.0,1.493671,3.4556963,0.65822786,154.07596,50.49367,38.670887,37.708862,1
34.962616,3.7943923,335736.56,9.7570095,9.607476,2.953271,6.4672894,1.495327,3.5233643,0.6168224,115.81308,30.485981,39.457943,36.588783,1
35.03306,3.8016527,218287.05,10.024793,9.363636,3.0826445,6.090909,1.8264462,3.644628,0.5785124,103.28099,13.239669,38.13223,35.65289,1
32.31132,3.8679247,380831.66,10.396227,9.443397,3.018868,6.2358494,1.8018868,3.6415095,0.6603774,111.90566,39.68868,38.292454,37.292454,1
42.26667,3.7333336,21212.635,11.466667,9.933333,2.266667,6.166667,1.2666668,2.6000001,0.73333335,321.50003,128.96667,46.7,37.7,1
32.833332,3.903509,405457.12,10.236842,9.105263,3.0175438,5.377193,1.7280701,3.6140351,0.5964912,57.982456,15.078947,39.44737,36.377193,1
33.64557,3.9620254,474088.53,9.253165,9.240506,2.6329114,6.987342,1.4810127,3.6329114,0.77215195,229.49368,43.86076,40.13924,34.63291,1
44.833336,4.0,180913.25,10.416667,10.0,2.1666667,5.416667,1.0,3.5833335,0.8333334,4096.25,0.0,39.916668,38.833336,1
42.083336,4.041667,166594.6,9.6875,9.25,2.7291667,6.229167,1.75,3.4166667,0.4375,38.5,33.375,40.354168,36.770836,1
35.134327,3.783582,235811.31,10.014925,9.470149,2.8880596,5.9402986,1.8283582,3.6268656,0.6492537,112.28358,52.05224,37.634327,35.320896,1
34.96154,3.7884617,183814.38,10.653847,9.75,2.75,6.5576925,1.7692308,3.692308,0.6346154,45.269234,33.46154,36.807693,36.48077,1
36.714287,3.6785717,61840.004,9.285715,9.321429,2.8928573,6.571429,1.4285715,3.6785717,0.71428573,50.857143,71.46429,39.285717,36.214287,1
36.986843,3.7236843,162447.38,9.934211,9.605263,3.0921054,6.0,1.6710527,3.526316,0.5394737,137.13158,180.6579,38.460526,36.236843,1
35.61111,4.111111,63739.473,10.222222,8.944445,2.5555556,5.4722223,1.3333334,3.6388888,0.5833333,0.0,48.333332,38.0,39.0,1
33.833332,3.6666667,65832.72,10.857143,10.214286,2.6904762,6.952381,1.7142857,3.7857144,0.5714286,93.309525,45.285717,41.833336,38.02381,1
32.166668,4.0,810571.3,9.444445,9.222222,2.7222223,6.1666665,2.3333333,3.0,0.33333334,0.0,0.0,39.5,39.0,1
42.3875,4.125,93099.37,9.9875,10.087501,2.3375,6.4875,1.625,3.6625001,0.675,158.225,47.0625,37.65,37.4875,1
36.710144,3.594203,25336.348,10.028986,9.507247,2.6086957,5.884058,1.6956522,3.115942,0.5797101,165.24638,40.739132,38.492756,39.0,1
37.75,3.8333335,170509.5,9.125,9.125,3.1666667,7.541667,2.0416667,3.9166667,0.4166667,43.958336,0.0,34.833336,37.333336,1
34.807693,3.5128205,191542.55,10.410256,9.769231,2.6923077,6.9358974,1.7948718,3.7820513,0.5897436,0.0,95.70513,38.51282,36.628204,1
35.783783,3.7432432,177457.66,10.837838,9.959459,2.6891892,6.2702703,1.527027,3.7162163,0.5810811,0.0,77.7973,39.013515,36.87838,1
38.833336,3.8571432,29957.78,9.484128,9.222222,2.6746032,6.071429,1.6984128,3.7380955,0.5634921,71.15874,41.380955,41.42064,38.23016,1
36.60294,3.8088236,184858.75,9.044118,9.220589,3.014706,7.25,1.6470588,3.7941177,0.63235295,18.588236,112.617645,39.07353,36.544117,1
36.58621,3.913793,147768.72,11.206897,9.534483,2.7586207,6.0172415,1.9310344,3.5517242,0.5344828,140.34483,65.13793,37.62069,36.431034,1
35.144577,4.0361443,157303.33,9.39759,9.409638,2.8313253,6.783132,1.7710843,3.5903614,0.6024096,123.56626,34.73494,38.44578,37.12048,1
37.982906,3.854701,200337.52,10.444445,9.57265,2.7008548,5.4700856,1.6837608,3.811966,0.5641026,38.529915,76.70086,38.34188,37.444447,1
38.75862,3.8275862,193290.69,10.091954,9.402299,3.0,6.045977,1.4482758,3.908046,0.6091954,0.0,66.32184,39.287357,36.67816,1
36.45946,3.7567568,203344.25,10.171171,9.7027025,2.855856,6.4054055,1.6216216,3.783784,0.6036036,159.91893,15.504505,39.315315,35.774776,1
36.98,3.81,195357.08,10.12,10.11,2.81,6.8999996,1.7199999,3.6299999,0.55,21.74,33.41,37.57,36.89,1
38.4697,3.9242425,135463.16,10.5,9.772728,2.7272727,5.19697,1.939394,3.6363637,0.4848485,16.454546,130.60606,37.60606,36.515152,1
37.732674,3.910891,84359.14,11.168317,9.693069,2.910891,6.534653,1.4851485,3.4455445,0.57425743,109.10891,68.32673,40.48515,37.544556,1
36.527027,3.783784,188707.34,9.851352,9.743243,2.918919,6.5135136,1.891892,3.7432432,0.5945946,44.972973,20.067568,39.87838,37.31081,1
36.018867,3.7358491,55628.473,10.9811325,10.113208,2.4339623,5.6792455,1.7169812,3.6981132,0.7735849,124.28302,30.0,37.981133,38.264153,1
33.78448,3.9568965,230761.97,9.956897,9.387931,2.9310346,6.413793,1.6551723,3.637931,0.6810345,161.69827,33.38793,38.293102,36.53448,1
39.643837,3.8219178,180670.66,9.383561,9.821918,2.8767123,6.0136986,1.7397261,3.6027398,0.6438356,15.767123,29.849316,38.60274,37.0137,1
35.673267,3.7425742,250193.14,9.861386,9.386139,3.0,6.2376237,1.5247525,3.6336634,0.6138614,164.34653,22.356436,40.30693,35.326733,1
41.284615,3.8923078,100217.81,8.976923,9.6,2.7461538,6.246154,1.7538462,3.6,0.5,209.00769,68.184616,40.5,37.630768,1
42.72,4.2133336,160736.69,10.04,9.84,2.6266668,6.5066667,1.4133334,3.7066667,0.6666667,352.74667,0.0,38.746666,36.373333,1
43.629032,3.9516127,72160.37,10.209677,8.82258,2.548387,6.4516125,1.4516128,3.580645,0.53225803,0.0,96.6129,41.48387,36.870968,1
35.46154,3.846154,169780.33,10.589744,10.0,2.5384617,7.1025643,1.1025641,3.846154,0.61538464,0.0,0.0,39.48718,37.564102,1
36.666668,2.0,1.201861e+06,6.3333335,9.333334,3.0,3.6666667,1.6666667,2.6666667,1.0,0.0,0.0,40.0,39.0,1
34.458824,3.8705883,283295.6,10.082354,9.647059,2.882353,6.4941177,1.4470588,3.5058825,0.69411767,40.929413,66.776474,39.858826,37.317646,1
38.626667,4.0933332,89145.0,10.613334,10.053333,2.7333333,6.706667,1.7333333,3.5066667,0.5466667,20.106667,64.6,39.52,36.426666,1
35.54348,3.9456522,245026.83,9.673913,9.01087,2.9891305,7.2608695,1.5652174,3.3913045,0.58695656,92.32609,35.391304,38.782608,34.22826,1
37.263565,3.8139534,226383.97,11.147286,9.953488,2.9069767,6.75969,1.6744186,3.5891473,0.58914727,42.426357,55.248062,38.224808,36.302326,1
38.014923,3.7761192,186135.83,10.298508,9.701492,2.597015,6.447761,1.6865671,3.7761192,0.61194026,0.0,38.850746,39.55224,36.880596,1
38.473686,3.8157895,176083.39,10.355264,9.802631,2.25,7.631579,1.6578947,3.7368422,0.56578946,49.026318,45.81579,39.25,37.105263,1
32.898304,4.101695,278532.25,10.016949,8.830508,2.779661,8.118644,1.4745762,3.7627118,0.8135593,108.76271,27.152542,37.898304,35.491524,1
34.372093,3.8372092,60087.605,10.767442,9.790698,2.7209303,5.7906976,1.7906977,3.5348837,0.4883721,2.6511629,0.0,38.465115,37.23256,1
41.785717,4.4285717,170202.72,9.642858,9.928572,2.4285715,6.571429,1.5714287,3.7857144,0.5714286,4056.786,0.0,38.428574,37.14286,1
35.890244,4.0731707,261510.98,9.865853,9.256097,2.8902438,6.451219,1.7439023,3.597561,0.60975605,174.60976,90.12195,37.62195,36.682926,1
38.415493,4.0915494,108083.734,10.43662,9.450704,2.7605634,6.147887,1.3380282,3.7605634,0.70422536,207.19717,46.78873,39.739437,36.183098,1
36.119564,3.6304348,301419.66,10.413044,9.369565,2.673913,6.25,1.6956522,3.4891305,0.6630435,228.0761,69.07609,38.619564,36.173912,1
33.57143,3.8214288,652249.2,10.214286,10.464286,3.2142859,5.107143,1.9285715,3.2142859,0.5714286,0.0,62.14286,41.464287,37.64286,1
31.537037,3.6296296,436752.22,10.407408,9.157408,3.1851852,6.055556,1.8148148,3.5833333,0.6851852,42.481483,0.0,36.61111,37.101852,1
38.390244,4.4634147,150925.72,9.463414,9.658536,3.0731707,6.8048778,1.4390243,3.8292682,0.5121951,132.31706,38.780487,38.926826,38.634144,1
35.3211,3.8348622,206480.94,10.100917,9.623853,2.889908,5.9999995,1.8807338,3.7614677,0.61467886,40.146786,76.513756,38.44954,36.57798,1
36.868134,3.7252748,137871.33,10.252748,9.626374,2.978022,5.758242,1.8131869,3.4065936,0.5824176,0.0,18.34066,36.373627,36.384617,1
39.793102,3.7586207,172082.28,10.24138,9.5172415,2.8275862,6.6896553,2.1034482,3.5517242,0.4827586,0.0,0.0,36.86207,38.24138,1
39.157894,3.8859649,122977.72,9.614036,9.701755,2.9473684,5.9649124,1.3333334,3.5877194,0.5614035,194.27193,77.210526,39.72807,35.964912,1
38.52459,4.0655737,270638.7,9.639343,9.622951,2.7377048,5.9999995,1.6885245,3.6229506,0.54098356,740.86884,0.0,38.032784,37.19672,1
37.666668,3.6666667,181976.34,10.857143,10.309524,3.0952382,5.4285717,1.9047619,3.6666667,0.5714286,52.428574,84.47619,38.95238,36.642857,1
34.0,3.818182,168987.6,10.159091,9.5,2.9318182,5.886364,2.0227273,3.5454547,0.5,0.0,0.0,39.363636,37.659092,1
35.7193,3.7719297,140197.14,9.842105,9.175439,2.7894738,6.3508773,2.0175438,3.6491227,0.49122807,64.45614,95.59649,37.894737,37.210526,1
37.539684,3.5396826,174817.28,10.952381,9.634921,2.746032,6.36508,1.7142859,3.5555558,0.53968257,51.285717,29.777779,37.88889,37.587303,1
37.906666,3.8266668,33819.47,11.286667,9.9800005,2.4533334,6.4066668,1.3866667,3.6666667,0.68,97.94667,0.0,41.213333,38.74,1
36.054794,4.068493,288033.0,9.424658,9.287671,2.9726026,5.945205,1.5753424,3.5616438,0.6712329,284.23288,74.34247,38.958904,36.63014,1
34.951923,4.048077,240387.3,10.173078,9.201923,2.7692308,6.769231,1.7692308,3.5673077,0.70192313,137.60577,10.942308,39.163464,36.125,1
35.72807,3.7105262,197865.66,10.77193,9.894737,2.8947368,7.017544,1.6842105,3.7982457,0.5614035,0.0,99.73684,37.5,38.27193,1
40.464287,4.1607146,173907.83,9.857143,10.232143,2.9285715,7.5178576,1.5000001,3.857143,0.6964286,0.0,73.821434,36.553574,37.303574,1
35.03738,3.6542056,38298.477,10.130841,9.841121,3.1214952,5.953271,1.6261681,3.8504672,0.67289716,131.22429,16.06542,39.43925,38.51402,1
33.234375,3.65625,256390.56,9.9296875,9.734375,2.984375,7.2109375,1.7265625,3.4453125,0.6171875,171.03125,69.609375,36.976562,35.320312,1
34.152176,3.826087,179106.56,10.26087,10.0,3.1086957,6.304348,1.9347826,3.7608697,0.5652174,0.0,32.695652,39.152176,35.891304,1
37.88889,3.7142859,152396.69,9.84127,9.253969,3.2222223,6.3174605,1.84127,3.603175,0.52380955,0.0,0.0,35.809525,37.428574,1
36.636364,4.340909,68559.77,9.75,9.704546,3.068182,7.2727275,1.7727274,3.3636365,0.6136364,219.61365,48.386364,39.363636,37.204548,1
