dataset,seed,budget,method,method_label,coverage_value,coverage_ratio,coverage_proxy_upper_bound,coverage_to_proxy_upper_bound,matched_rows,seed_n
electricity,seed_1,budget_25,histdistill_refined,HistDistill-Refined,816382157.5609299,0.0036442893293686645,9791211762.302168,0.08337907272153383,50,1
electricity,seed_1,budget_25,histdistill_density,HistDistill-Density,816382157.5609299,0.0036442893293686645,9791211762.302168,0.08337907272153383,50,1
electricity,seed_1,budget_25,herding,Herding,357472607.1807733,0.0015957399311403498,9791211762.302168,0.03650953690503393,50,1
electricity,seed_1,budget_25,random,Random,768266125.0814525,0.00342950175456375,9791211762.302168,0.07846486663064606,50,1
electricity,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,17368741996.17904,0.07753320002771935,17368741996.179016,1.0000000000000013,100,1
electricity,seed_1,budget_50,histdistill_importance,ImportanceSample,447582295.19707674,0.0019979850947187136,17368741996.179016,0.025769413541610626,100,1
electricity,seed_1,budget_50,histdistill_refined,HistDistill-Refined,1658493576.4358652,0.0074034328009926,17368741996.179016,0.09548725963001353,100,1
electricity,seed_1,budget_50,histdistill_density,HistDistill-Density,1658493576.4358652,0.0074034328009926,17368741996.179016,0.09548725963001353,100,1
electricity,seed_1,budget_50,herding,Herding,499979873.76190186,0.002231885278205143,17368741996.179016,0.02878618807694267,100,1
electricity,seed_1,budget_50,random,Random,1798617324.20475,0.00802893823867995,17368741996.179016,0.1035548414848025,100,1
electricity,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,8946987602.730658,0.0428058192167867,8946987602.730654,1.0000000000000004,50,2
electricity,seed_2,budget_25,histdistill_importance,ImportanceSample,403268143.5587302,0.0019293894230719274,8946987602.730654,0.04507306385846017,50,2
electricity,seed_2,budget_25,histdistill_refined,HistDistill-Refined,552922526.4012558,0.002645393372267272,8946987602.730654,0.06179985386729516,50,2
electricity,seed_2,budget_25,histdistill_density,HistDistill-Density,552922526.4012558,0.002645393372267272,8946987602.730654,0.06179985386729516,50,2
electricity,seed_2,budget_25,herding,Herding,328091376.49060535,0.0015697149445425857,8946987602.730654,0.03667059697170818,50,2
electricity,seed_2,budget_25,random,Random,1207533882.8890676,0.00577730509801065,8946987602.730654,0.1349654136684535,50,2
electricity,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,15930215040.415947,0.07621625684341632,15930215040.415934,1.0000000000000009,100,2
electricity,seed_2,budget_50,histdistill_importance,ImportanceSample,547050428.1417922,0.0026172990026672636,15930215040.415934,0.034340429602104657,100,2
electricity,seed_2,budget_50,histdistill_refined,HistDistill-Refined,1395168088.859116,0.00667501908357467,15930215040.415934,0.08757999093668786,100,2
electricity,seed_2,budget_50,histdistill_density,HistDistill-Density,1395168088.859116,0.00667501908357467,15930215040.415934,0.08757999093668786,100,2
electricity,seed_2,budget_50,herding,Herding,456970357.0856895,0.0021863214035157926,15930215040.415934,0.028685761989171374,100,2
electricity,seed_2,budget_50,random,Random,1737631673.9226542,0.008313496184636969,15930215040.415934,0.10907772867561272,100,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,6485044876.55553,0.3022954765344344,6485044876.555529,1.0000000000000002,50,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_25,histdistill_importance,ImportanceSample,1277905059.888379,0.05956858069575991,6485044876.555529,0.19705415833099468,50,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_25,histdistill_refined,HistDistill-Refined,675757431.0091299,0.0314999230563676,6485044876.555529,0.10420242941604009,50,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_25,histdistill_density,HistDistill-Density,675757431.0091299,0.0314999230563676,6485044876.555529,0.10420242941604009,50,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_25,herding,Herding,1213778502.5512838,0.05657936958346516,6485044876.555529,0.18716578306794557,50,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_25,random,Random,1282519672.61649,0.059783687388191474,6485044876.555529,0.19776573594008626,50,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,10310640479.556412,0.4806227306785,10310640479.556412,1.0,100,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_50,histdistill_importance,ImportanceSample,2646729391.976674,0.12337529470270142,10310640479.556412,0.2566988342988507,100,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_50,histdistill_refined,HistDistill-Refined,1807758917.028376,0.08426731868241477,10310640479.556412,0.1753294492822962,100,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_50,histdistill_density,HistDistill-Density,1807758917.028376,0.08426731868241477,10310640479.556412,0.1753294492822962,100,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_50,herding,Herding,2567680194.619055,0.11969047597904467,10310640479.556412,0.24903207513734613,100,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,budget_50,random,Random,2339747368.5864506,0.10906555917816609,10310640479.556412,0.22692551187538954,100,0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,7617350691.026859,0.2554043940337227,7617350691.026859,1.0,50,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_25,histdistill_importance,ImportanceSample,1423602685.5767066,0.047732393584400484,7617350691.026859,0.18688947684313553,50,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_25,histdistill_refined,HistDistill-Refined,1202813909.316195,0.0403295017001276,7617350691.026859,0.15790449437139534,50,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_25,histdistill_density,HistDistill-Density,1202813909.316195,0.0403295017001276,7617350691.026859,0.15790449437139534,50,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_25,herding,Herding,1875386139.9561372,0.06288037404119702,7617350691.026859,0.24619926481333174,50,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_25,random,Random,1275997529.2636185,0.042783296840199624,7617350691.026859,0.1675119842869683,50,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,12264795354.586178,0.411229934467337,12264795354.586178,1.0,100,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_50,histdistill_importance,ImportanceSample,3209702445.554581,0.10761905830344749,12264795354.586178,0.261700448540658,100,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_50,histdistill_refined,HistDistill-Refined,2853595547.026046,0.0956790452570417,12264795354.586178,0.23266556550892634,100,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_50,histdistill_density,HistDistill-Density,2853595547.026046,0.0956790452570417,12264795354.586178,0.23266556550892634,100,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_50,herding,Herding,3468508692.649309,0.11629664916049391,12264795354.586178,0.28280200299895986,100,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_1,budget_50,random,Random,3649701491.2816157,0.12237191585295076,12264795354.586178,0.29757540878306477,100,1
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,9919017048.156588,0.31228250973666133,9919017048.156588,1.0,50,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_25,histdistill_importance,ImportanceSample,2120949844.887247,0.06677431214921288,9919017048.156588,0.2138266155396333,50,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_25,histdistill_refined,HistDistill-Refined,1568923305.4402976,0.04939474395784908,9919017048.156588,0.1581732643288355,50,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_25,histdistill_density,HistDistill-Density,1568923305.4402976,0.04939474395784908,9919017048.156588,0.1581732643288355,50,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_25,herding,Herding,1646081421.40454,0.05182392922720437,9919017048.156588,0.16595207099784734,50,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_25,random,Random,1743736883.8341067,0.05489843678666732,9919017048.156588,0.17579734719360862,50,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,16871217362.990795,0.5311601013334935,16871217362.990791,1.0000000000000002,100,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_50,histdistill_importance,ImportanceSample,4140636827.3448725,0.13036054420247337,16871217362.990791,0.24542608504516678,100,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_50,histdistill_refined,HistDistill-Refined,3079344086.5099273,0.09694764057863792,16871217362.990791,0.18252056269898276,100,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_50,histdistill_density,HistDistill-Density,3079344086.5099273,0.09694764057863792,16871217362.990791,0.18252056269898276,100,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_50,herding,Herding,3547458816.580046,0.11168539554379994,16871217362.990791,0.2102669143699054,100,2
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_2,budget_50,random,Random,3695634795.2930984,0.1163504511930185,16871217362.990791,0.21904968182082427,100,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,7389346894.019438,0.44012087557527446,7389346894.019438,1.0,50,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_25,histdistill_importance,ImportanceSample,1208781980.5390244,0.071996915462858,7389346894.019438,0.16358441386983077,50,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_25,histdistill_refined,HistDistill-Refined,372653953.4693121,0.022195843102215815,7389346894.019438,0.050431243628705436,50,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_25,histdistill_density,HistDistill-Density,372653953.4693121,0.022195843102215815,7389346894.019438,0.050431243628705436,50,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_25,herding,Herding,386528533.0992801,0.023022234422390906,7389346894.019438,0.05230888989825565,50,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_25,random,Random,514872712.4613741,0.030666611307924935,7389346894.019438,0.06967770221724005,50,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,11372255679.896603,0.6773490538322012,11372255679.896603,1.0,100,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_50,histdistill_importance,ImportanceSample,1814538114.7512503,0.10807668326890803,11372255679.896603,0.15955832913244422,100,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_50,histdistill_refined,HistDistill-Refined,1247108165.4334788,0.07427968203142435,11372255679.896603,0.10966233969203353,100,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_50,histdistill_density,HistDistill-Density,1247108165.4334788,0.07427968203142435,11372255679.896603,0.10966233969203353,100,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_50,herding,Herding,674081696.7334054,0.040149343484698036,11372255679.896603,0.05927422981924498,100,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_0,budget_50,random,Random,1179940074.0045662,0.07027904711274985,11372255679.896603,0.10375602758302514,100,0
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,10312929472.65093,0.349796073055396,10312929472.650928,1.0000000000000002,50,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_25,histdistill_importance,ImportanceSample,1719910057.8851066,0.05833626476862192,10312929472.650928,0.1667722117606032,50,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_25,histdistill_refined,HistDistill-Refined,1088279814.3950243,0.03691249964138291,10312929472.650928,0.10552576911158523,50,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_25,histdistill_density,HistDistill-Density,1088279814.3950243,0.03691249964138291,10312929472.650928,0.10552576911158523,50,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_25,herding,Herding,923382584.5839281,0.031319481324075645,10312929472.650928,0.08953640059622879,50,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_25,random,Random,1655149342.617299,0.056139697445145915,10312929472.650928,0.16049264634327462,50,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,17323331330.251163,0.5875763319849159,17323331330.251167,0.9999999999999998,100,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_50,histdistill_importance,ImportanceSample,3476455392.518569,0.11791513242479938,17323331330.251167,0.20068053460639806,100,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_50,histdistill_refined,HistDistill-Refined,2683846486.9915123,0.09103125977180114,17323331330.251167,0.15492669601630252,100,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_50,histdistill_density,HistDistill-Density,2683846486.9915123,0.09103125977180114,17323331330.251167,0.15492669601630252,100,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_50,herding,Herding,1920829198.4798927,0.06515108169994101,17323331330.251167,0.11088105179432847,100,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_1,budget_50,random,Random,2583749177.549279,0.08763613854468935,17323331330.251167,0.1491485170082363,100,1
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,8231865670.571104,0.37093259492067715,8231865670.571104,1.0,50,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_25,histdistill_importance,ImportanceSample,1288572037.0271916,0.058063796053605746,8231865670.571104,0.156534628794276,50,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_25,histdistill_refined,HistDistill-Refined,830091441.6311778,0.03740439710604957,8231865670.571104,0.10083879825672475,50,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_25,histdistill_density,HistDistill-Density,830091441.6311778,0.03740439710604957,8231865670.571104,0.10083879825672475,50,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_25,herding,Herding,491932176.8952446,0.022166746422147478,8231865670.571104,0.05975950004309481,50,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_25,random,Random,527558747.2772098,0.023772100144955455,8231865670.571104,0.06408738533759495,50,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,13791469924.147448,0.6214515556325367,13791469924.147448,1.0,100,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_50,histdistill_importance,ImportanceSample,2347667650.671522,0.10578725267445989,13791469924.147448,0.17022606463151524,100,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_50,histdistill_refined,HistDistill-Refined,1885832423.3658323,0.08497669208638906,13791469924.147448,0.1367390447673698,100,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_50,histdistill_density,HistDistill-Density,1885832423.3658323,0.08497669208638906,13791469924.147448,0.1367390447673698,100,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_50,herding,Herding,1142830001.6953795,0.05149657623757836,13791469924.147448,0.08286498886492161,100,2
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,seed_2,budget_50,random,Random,1715547426.4496975,0.07730355232562092,13791469924.147448,0.12439192021482424,100,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,6175401955.669645,0.42392333286911543,6175401955.669645,1.0,50,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_25,histdistill_importance,ImportanceSample,739583208.6660787,0.05077023018135837,6175401955.669645,0.11976276426622988,50,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_25,histdistill_refined,HistDistill-Refined,573223404.8743304,0.03935011486172285,6175401955.669645,0.09282365892766756,50,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_25,histdistill_density,HistDistill-Density,573223404.8743304,0.03935011486172285,6175401955.669645,0.09282365892766756,50,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_25,herding,Herding,458824102.755167,0.03149693643214195,6175401955.669645,0.07429866202214092,50,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_25,random,Random,1022880800.6282768,0.07021778359416075,6175401955.669645,0.16563793061100557,50,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,10087770475.087355,0.692496020779908,10087770475.087357,0.9999999999999998,100,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_50,histdistill_importance,ImportanceSample,1394953256.3710988,0.09575947248171264,10087770475.087357,0.13828162127757163,100,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_50,histdistill_refined,HistDistill-Refined,1292957020.868861,0.08875772840017727,10087770475.087357,0.12817074140038504,100,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_50,histdistill_density,HistDistill-Density,1292957020.868861,0.08875772840017727,10087770475.087357,0.12817074140038504,100,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_50,herding,Herding,659788542.9025179,0.04529255910852896,10087770475.087357,0.06540479331205287,100,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_0,budget_50,random,Random,2256294131.213006,0.15488801132348684,10087770475.087357,0.22366628352470194,100,0
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,5229906861.515314,0.3835760431755274,5229906861.515314,1.0,50,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_25,histdistill_importance,ImportanceSample,577804497.8681297,0.04237780306417617,5229906861.515314,0.1104808389839502,50,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_25,histdistill_refined,HistDistill-Refined,294558185.7339885,0.021603723806291452,5229906861.515314,0.056321879821898624,50,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_25,histdistill_density,HistDistill-Density,294558185.7339885,0.021603723806291452,5229906861.515314,0.056321879821898624,50,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_25,herding,Herding,331981677.07610667,0.024348467663290876,5229906861.515314,0.06347755053135272,50,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_25,random,Random,511793297.5818305,0.0375363564224764,5229906861.515314,0.09785896979311472,50,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,9018098613.705765,0.6614126551021825,9018098613.705765,1.0,100,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_50,histdistill_importance,ImportanceSample,1276450529.467371,0.09361846326657905,9018098613.705765,0.1415431993089334,100,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_50,histdistill_refined,HistDistill-Refined,1022325575.0388923,0.0749802260908611,9018098613.705765,0.11336376090245401,100,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_50,histdistill_density,HistDistill-Density,1022325575.0388923,0.0749802260908611,9018098613.705765,0.11336376090245401,100,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_50,herding,Herding,331982877.0761068,0.024348555674657817,9018098613.705765,0.036812957065201865,100,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_1,budget_50,random,Random,925741595.4603039,0.06789648603546616,9018098613.705765,0.10265374499823675,100,1
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,6842286122.28075,0.3272958352921861,6842286122.28075,1.0,50,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_25,histdistill_importance,ImportanceSample,859194158.1599654,0.041098934573550995,6842286122.28075,0.12557121155196135,50,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_25,histdistill_refined,HistDistill-Refined,573427446.4293549,0.02742948945783068,6842286122.28075,0.08380641150946394,50,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_25,histdistill_density,HistDistill-Density,573427446.4293549,0.02742948945783068,6842286122.28075,0.08380641150946394,50,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_25,herding,Herding,403808698.919734,0.01931589867030151,6842286122.28075,0.05901663445566813,50,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_25,random,Random,1171823425.1019306,0.05605333069670626,6842286122.28075,0.17126197358015843,50,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,11255366345.772205,0.5383923536408816,11255366345.772203,1.0000000000000002,100,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_50,histdistill_importance,ImportanceSample,1360310816.9183192,0.06506948951323159,11255366345.772203,0.12085886635127482,100,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_50,histdistill_refined,HistDistill-Refined,1667585557.604112,0.07976775572420719,11255366345.772203,0.1481591541647597,100,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_50,histdistill_density,HistDistill-Density,1667585557.604112,0.07976775572420719,11255366345.772203,0.1481591541647597,100,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_50,herding,Herding,441267399.0666611,0.02110770864937052,11255366345.772203,0.039205067654897986,100,2
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,seed_2,budget_50,random,Random,2102490803.666219,0.10057113536063253,11255366345.772203,0.186798966739627,100,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,10373774461.994516,0.2819133129068744,10373774461.994518,0.9999999999999998,50,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_25,histdistill_importance,ImportanceSample,2163791499.1489987,0.05880228379743899,10373774461.994518,0.20858285545693042,50,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_25,histdistill_refined,HistDistill-Refined,1195808061.9850354,0.032496774784337754,10373774461.994518,0.11527222481711087,50,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_25,histdistill_density,HistDistill-Density,1195808061.9850354,0.032496774784337754,10373774461.994518,0.11527222481711087,50,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_25,herding,Herding,496554585.8890294,0.01349415768194396,10373774461.994518,0.04786633714741077,50,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_25,random,Random,1789110524.476256,0.04862011189461345,10373774461.994518,0.17246476015368006,50,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,17198829033.7986,0.4673881130537792,17198829033.7986,1.0,100,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_50,histdistill_importance,ImportanceSample,3719947962.6552134,0.1010917345307004,17198829033.7986,0.21629076929277502,100,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_50,histdistill_refined,HistDistill-Refined,3163826083.728572,0.0859788012543332,17198829033.7986,0.18395590057387745,100,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_50,histdistill_density,HistDistill-Density,3163826083.728572,0.0859788012543332,17198829033.7986,0.18395590057387745,100,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_50,herding,Herding,1190030432.1836398,0.03233976435732026,17198829033.7986,0.06919252641241036,100,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_0,budget_50,random,Random,3574277473.44911,0.09713305484710894,17198829033.7986,0.2078209781854946,100,0
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,9889801766.491968,0.2865160137653481,9889801766.491966,1.0000000000000002,50,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_25,histdistill_importance,ImportanceSample,1541676066.348864,0.04466367390136278,9889801766.491966,0.15588543660928358,50,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_25,histdistill_refined,HistDistill-Refined,1208170037.9454494,0.03500171908356123,9889801766.491966,0.12216322090892648,50,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_25,histdistill_density,HistDistill-Density,1208170037.9454494,0.03500171908356123,9889801766.491966,0.12216322090892648,50,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_25,herding,Herding,472213505.16603434,0.013680429025861673,9889801766.491966,0.04774751974968395,50,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_25,random,Random,2223881155.4811015,0.06442773867471926,9889801766.491966,0.2248661002504542,50,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,16297198092.076542,0.4721437641658921,16297198092.076538,1.0000000000000002,100,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_50,histdistill_importance,ImportanceSample,3044883162.8639965,0.08821286885252413,16297198092.076538,0.1868347642128971,100,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_50,histdistill_refined,HistDistill-Refined,3173541859.1572495,0.09194022129785683,16297198092.076538,0.1947292928040299,100,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_50,histdistill_density,HistDistill-Density,3173541859.1572495,0.09194022129785683,16297198092.076538,0.1947292928040299,100,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_50,herding,Herding,1201272641.9910057,0.03480189562492284,16297198092.076538,0.0737103786309775,100,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_1,budget_50,random,Random,3767847010.2294273,0.10915774970397098,16297198092.076538,0.23119600000820387,100,1
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,9104964708.612473,0.24369847583615917,9104964708.612474,0.9999999999999998,50,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_25,histdistill_importance,ImportanceSample,2470597162.886258,0.06612664433844606,9104964708.612474,0.27134615475766716,50,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_25,histdistill_refined,HistDistill-Refined,1405208680.8571863,0.03761104240554739,9104964708.612474,0.1543343358078023,50,2
